Glottocode	Name	Family_ID	Macroarea	Longitude	Latitude	Endangerment	English_variety_outside_Eurasia
kolp1236	Kol (Papua New Guinea)	NA	Papunesia	151.583	-5.21042	Shifting	0
tana1288	Tanahmerah	NA	Papunesia	133.18	-2.5523	Shifting	0
touo1238	Touo	NA	Papunesia	157.296	-8.58405	Shifting	0
bert1248	Berta	NA	Africa	34.7042	10.6474	Shifting	0
sius1254	Siuslaw	NA	North America	-124.379	42.5111	Extinct	0
cent2045	Jalaa	NA	Africa	11.5853	9.59433	Extinct	0
else1239	Elseng	NA	Papunesia	140.418	-3.00176	Shifting	0
taia1239	Taiap	NA	Papunesia	144.506	-4.05047	Moribund	0
pyuu1245	Pyu	NA	Papunesia	141.018	-4.45003	Shifting	0
mato1253	Mato Grosso Arára	NA	South America	-60.628867	-9.172609	Extinct	0
tabo1241	Tabo	NA	Papunesia	143.305	-8.09387	Shifting	0
kano1245	Kanoê	NA	South America	-64.5812	-12.1789	Nearly extinct	0
kunz1244	Kunza	NA	South America	-69	-23	Extinct	0
usku1243	Usku	NA	Papunesia	140.502	-3.63853	Shifting	0
mose1249	Mosetén-Chimané	NA	South America	-67.83756	-14.64448	Threatened	0
atac1235	Atacame	NA	South America	-79.778137	0.834931	Extinct	0
tini1245	Tinigua	NA	South America	-73.768	2.716	Nearly extinct	0
pele1245	Pele-Ata	NA	Papunesia	151.05	-5.58045	Shifting	0
hrus1242	Hruso	NA	Eurasia	92.63	27.27	Shifting	0
beot1247	Beothuk	NA	North America	-57	48	Extinct	0
kena1236	Kenaboi	NA	Eurasia	102.01596	3.154162	Extinct	0
niha1238	Nihali	NA	Eurasia	76.3318	21.1886	Shifting	0
omur1241	Omurano	NA	South America	-75.4	-4.816667	Extinct	0
wadj1254	Wadjiginy	NA	Australia	130.737	-12.8596	Moribund	0
seri1257	Seri	NA	North America	-112.384	28.9877	Shifting	0
duna1248	Duna	NA	Papunesia	142.475	-5.41439	Not endangered	0
vile1241	Vilela	NA	South America	-58.9661	-27.4063	Extinct	0
shab1252	Shabo	NA	Africa	35.223	7.64407	Moribund	0
sali1253	Salinan	NA	North America	-121.718	37.6646	Extinct	0
come1251	Comecrudan	NA	North America	-98.4667	26.1333	Extinct	0
tamb1257	Tambora	NA	Papunesia	118	-8.25	Extinct	0
coah1252	Coahuilteco	NA	North America	-97.89	28.2589	Extinct	0
bilu1245	Bilua	NA	Papunesia	156.663	-7.92388	Shifting	0
muni1258	Muniche	NA	South America	-76.426712	-5.7441796	Extinct	0
taus1253	Taushiro	NA	South America	-75.5603	-3.22497	Nearly extinct	0
cand1248	Candoshi-Shapra	NA	South America	-76.9347	-4.23835	Shifting	0
guam1236	Guamo	NA	South America	-67.4018753	8.2351027	Extinct	0
ando1256	Andoque	NA	South America	-72.0869	-0.53751	Shifting	0
guac1239	Guachi	NA	South America	-57.5663223	-19.5572257	Extinct	0
etru1241	Etruscan	NA	Eurasia	12.4833	41.9	Extinct	0
yele1255	Yele	NA	Papunesia	154.127	-11.3796	Shifting	0
kari1254	Kariri	NA	South America	-40.487275	-7.434628	Extinct	0
yuru1243	Yurumanguí	NA	South America	-76.522636	3.436864	Extinct	0
abis1238	Aewa	NA	South America	-75.084405	-1.284096	Extinct	0
moro1289	Marori	NA	Papunesia	140.688	-8.5692	Shifting	0
oyst1235	Oyster Bay-Big River-Little Swanport	NA	Australia	147.50061	-42.307378	Extinct	0
savo1255	Savosavo	NA	Papunesia	159.814	-9.12853	Shifting	0
shom1245	Shom Peng	NA	Eurasia	93.8064	7.02099	Shifting	0
buru1296	Burushaski	NA	Eurasia	74.8236	36.2161	Shifting	0
kwaz1243	Kwaza	NA	South America	-61.1833	-11.6667	Moribund	0
yuch1247	Yuchi	NA	North America	-86.75	35.75	Nearly extinct	0
morb1239	Mor (Bomberai Peninsula)	NA	Papunesia	132.845	-2.85747	Moribund	0
siam1242	Siamou	NA	Africa	-4.92143	10.998	Not endangered	0
wara1303	Warao	NA	South America	-59.3528	7.50851	Threatened	0
guai1237	Guaicurian	NA	North America	-110.3	24.1666666667	Extinct	0
yuwa1244	Hoti	NA	South America	-65.4267	5.63879	Shifting	0
tall1235	Tallán	NA	South America	-80.651093	-5.330824	Extinct	0
guri1248	Guriaso	NA	Papunesia	141.597	-3.5718	Shifting	0
abun1252	Abun	NA	Papunesia	132.416	-0.57073	Shifting	0
elam1244	Elamite	NA	Eurasia	48.2333	31.1833	Extinct	0
tuxa1239	Tuxá	NA	South America	-38.2742287	-8.953642	Extinct	0
puqu1242	Puquina	NA	South America	-69.9611	-15.8992	Extinct	0
boga1247	Bogaya	NA	Papunesia	142.255	-5.54487	Shifting	0
nara1262	Nara	NA	Africa	37.499	15.3251	Not endangered	0
urar1246	Urarina	NA	South America	-75.4211	-4.44006	Shifting	0
wiru1244	Wiru	NA	Papunesia	144.214	-6.35863	Threatened	0
trum1247	Trumai	NA	South America	-53.5717	-11.8119	Nearly extinct	0
sume1241	Sumerian	NA	Eurasia	45.6667	31.3	Extinct	0
leco1242	Leco	NA	South America	-67.8818	-15.0092	Extinct	0
hatt1246	Hattic	NA	Eurasia	40.3333	33.9833	Extinct	0
mata1275	Matanawí	NA	South America	-58.988617	-4.8509511	Extinct	0
pume1238	Pumé	NA	South America	-67.5996	7.10677	Shifting	0
pura1257	Purari	NA	Papunesia	145.036	-7.59133	Shifting	0
mink1237	Minkin	NA	Australia	139.541931	-17.736653	Extinct	0
odia1239	Odiai	NA	Papunesia	141.336	-3.82276	Shifting	0
lavu1241	Lavukaleve	NA	Papunesia	159.119	-9.05569	Shifting	0
pank1250	Pankararú	NA	South America	-37.0167	-8.99999	Extinct	0
mpur1239	Mpur	NA	Papunesia	133.166	-0.7489	Shifting	0
iber1250	Iberian	NA	Eurasia	0.212401	40.624	Extinct	0
cull1235	Culli	NA	South America	-78.116456	-7.878618	Extinct	0
anda1286	Andaqui	NA	South America	-76	2.74999	Extinct	0
take1257	Takelma	NA	North America	-123.452	42.423	Extinct	0
kibi1239	Kibiri	NA	Papunesia	144.296	-7.45276	Shifting	0
klam1254	Klamath-Modoc	NA	North America	-121.704	42.5861	Extinct	0
yana1271	Yana	NA	North America	-121.608	39.2769	Extinct	0
iran1263	Irántxe-Münkü	NA	South America	-57.9806	-12.7178	Moribund	0
pawa1255	Pawaia	NA	Papunesia	145.081	-6.88021	Shifting	0
saus1247	Sause	NA	Papunesia	139.627	-3.16632	Shifting	0
aika1237	Aikanã	NA	South America	-60.5353	-12.6695	Threatened	0
atak1252	Atakapa	NA	North America	-93.0827	30.9121	Extinct	0
yetf1238	Yetfa	NA	Papunesia	140.653	-4.05884	Shifting	0
puel1244	Puelche	NA	South America	-68.666	-42.223	Extinct	0
cofa1242	Cofán	NA	South America	-77.0643	0.276675	Shifting	0
arut1244	Arutani	NA	South America	-62.8676118	4.0673594	Nearly extinct	0
mawe1251	Mawes	NA	Papunesia	139.752	-2.36944	Shifting	0
abin1243	Abinomn	NA	Papunesia	138.891	-2.92281	Shifting	0
umbu1235	Umbugarla	NA	Australia	131.825	-12.9325	Extinct	0
waor1240	Waorani	NA	South America	-76.683	-1.12312	Shifting	0
yama1264	Yámana	NA	South America	-68.2648	-55.2748	Extinct	0
kaki1249	Kaki Ae	NA	Papunesia	145.816	-7.9946	Shifting	0
kute1249	Kutenai	NA	North America	-115.065	48.7892	Moribund	0
demm1245	Dem	NA	Papunesia	137.632	-3.72183	Shifting	0
cayu1241	Cayuse	NA	North America	-117.94	46.1136	Extinct	0
fuln1247	Fulniô	NA	South America	-37.1402	-9.02591	Shifting	0
maku1246	Máku	NA	South America	-64.235892	3.969231	Extinct	0
cuit1236	Cuitlatec	NA	North America	-100.5	18.1	Extinct	0
sand1273	Sandawe	NA	Africa	35.4808	-5.26918	Threatened	0
adai1235	Adai	NA	North America	-92.0059	31.6314	Extinct	0
mure1235	Mure	NA	South America	-62.2020909	-13.636709	Extinct	0
fasu1242	Fasu	NA	Papunesia	143.284	-6.62687	Shifting	0
movi1243	Movima	NA	South America	-65.6348	-13.8115	Shifting	0
kimk1238	Kimki	NA	Papunesia	140.884	-4.2742000000000004	Shifting	0
gaga1251	Gaagudju	NA	Australia	132.643	-12.5176	Extinct	0
paya1236	Payagua	NA	South America	-58.158622	-20.212233	Extinct	0
tuni1252	Tunica	NA	North America	-92.5403	30.9888	Extinct	0
wash1253	Washo	NA	North America	-119.64	38.8184	Moribund	0
mero1237	Meroitic	NA	Africa	33.7333	16.9333	Extinct	0
kusu1250	Kusunda	NA	Eurasia	82.6	28.33	Nearly extinct	0
otom1276	Otomaco-Taparita	NA	South America	-70.997315	7.869912	Extinct	0
hadz1240	Hadza	NA	Africa	35.0458	-3.83115	Shifting	0
lara1258	Laragia	NA	Australia	130.922	-12.4111	Nearly extinct	0
dama1272	Damal	NA	Papunesia	137.496	-4.17345	Shifting	0
coto1248	Cotoname	NA	North America	-97.3956	25.9116	Extinct	0
sech1236	Sechuran	NA	South America	-80.828247	-5.568969	Extinct	0
kung1259	Kungarakany	NA	Australia	130.881	-12.7	Extinct	0
otii1244	Oti	NA	South America	-50.5580261	-24.3153231	Extinct	0
cani1243	Canichana	NA	South America	-64.944455	-14.3058	Extinct	0
anem1249	Anem	NA	Papunesia	148.993	-5.54836	Shifting	0
sape1238	Sapé	NA	South America	-62.9666521	4.0735661	Extinct	0
pira1253	Pirahã	NA	South America	-61.8167	-6.77713	Threatened	0
zuni1245	Zuni	NA	North America	-108.782	35.0056	Shifting	0
rama1271	Ramanos	NA	South America	-67.3590894	-14.3019482	Extinct	0
cams1241	Camsá	NA	South America	-76.8931	1.14537	Shifting	0
tonk1249	Tonkawa	NA	North America	-96.75	30.25	Extinct	0
alse1251	Alsea-Yaquina	NA	North America	-123.94	44.408	Extinct	0
bang1363	Bangime	NA	Africa	-3.77092	14.8116	Shifting	0
yura1255	Yuracaré	NA	South America	-65.1224	-16.7479	Shifting	0
yera1243	Yerakai	NA	Papunesia	142.947	-4.28828	Shifting	0
taru1236	Taruma	NA	South America	-59.904786	-0.90963	Nearly extinct	0
chon1248	Chono	NA	South America	-73.879395	-44.298692	Extinct	0
laal1242	Laal	NA	Africa	17.6143	10.0063	Shifting	0
puin1248	Puinave	NA	South America	-67.6886	3.92974	Shifting	0
chim1301	Chimariko	NA	North America	-123	41	Extinct	0
papi1255	Papi	NA	Papunesia	142.011	-4.4725	Moribund	0
natc1249	Natchez	NA	North America	-91.33	31.75	Extinct	0
tiwi1244	Tiwi	NA	Australia	130.949	-11.6308	Shifting	0
mass1263	Massep	NA	Papunesia	138.294	-1.74679	Moribund	0
kehu1238	Kehu	NA	Papunesia	136.14	-3.19328	Moribund	0
kara1497	Karami	NA	Papunesia	143.117	-7.13333	Extinct	0
esse1238	Esselen	NA	North America	-121.867	36.5473	Extinct	0
guat1253	Guató	NA	South America	-57.2897	-17.8696	Nearly extinct	0
suar1238	Asabano	NA	Papunesia	141.978	-4.95072	Shifting	0
lule1238	Lule	NA	South America	-61.887818	-25.221839	Extinct	0
burm1264	Burmeso	NA	Papunesia	138.203	-2.47582	Shifting	0
gule1241	Gule	NA	Africa	33.6929	11.8336	Extinct	0
timo1237	Timote-Cuica	NA	South America	-70.975342	8.848165	Extinct	0
molo1262	Molof	NA	Papunesia	140.557	-3.41946	Shifting	0
kuot1243	Kuot	NA	Papunesia	151.537	-3.06952	Shifting	0
timu1245	Timucua	NA	North America	-82.3132	30.3027	Extinct	0
iton1250	Itonama	NA	South America	-64.35748	-12.80431	Nearly extinct	0
maib1239	Maybrat-Karon	NA	Papunesia	132.591	-1.3679	Not endangered	0
moch1259	Mochica	NA	South America	-79	-8.01667	Extinct	0
cayu1262	Cayubaba	NA	South America	-65.4822	-13.2482	Extinct	0
basq1248	Basque	NA	Eurasia	-1.31622	43.2787	Threatened	0
paez1247	Páez	NA	South America	-76.31254	2.61516	Threatened	0
xuku1239	Xukurú	NA	South America	-37.0869089	-8.6606156	Extinct	0
mola1238	Molale	NA	North America	-122.857	44.556	Extinct	0
kuja1239	Kujarge	NA	Africa	22.1956	11.7473	Shifting	0
lafo1243	Lafofa	NA	Africa	30.7331	10.3357	Shifting	0
sulk1246	Sulka	NA	Papunesia	151.891	-5.03471	Shifting	0
beto1236	Betoi-Jirara	NA	South America	-71.420238	7.223906	Extinct	0
chit1248	Chitimacha	NA	North America	-90.9123	30.3386	Extinct	0
kara1289	Karankawa	NA	North America	-96.4856	28.9082	Extinct	0
mimi1240	Mimi-Gaudefroy	NA	Africa	21.11324	13.827507	Extinct	0
bira1253	Ongota	NA	Africa	37.025	5.29807	Nearly extinct	0
jira1235	Jirajaran	NA	South America	-69.7	10.57	Extinct	0
dibi1240	Dibiyaso	NA	Papunesia	142.779	-7.82096	Shifting	0
karo1304	Karok	NA	North America	-123.315	41.8228	Nearly extinct	0
kuna1268	Kunama	NA	Africa	37.5292	14.5879	Not endangered	0
mara1266	Maratino	NA	North America	-98.576661	24.339089	Extinct	0
yale1246	Yale	NA	Papunesia	141.566	-3.79762	Shifting	0
wage1238	Wageman	NA	Australia	131.893	-13.8627	Moribund	0
kapo1250	Kapori	NA	Papunesia	139.766	-3.52696	Threatened	0
smar1235	Smärky Kanum	more1255	Papunesia	140.897	-8.91812	Moribund	0
sota1242	Sota Kanum	more1255	Papunesia	140.969	-8.40452	Moribund	0
ngka1235	Ngkontar Ngkolmpu	more1255	Papunesia	140.818	-8.87044	Shifting	0
badi1247	Ngkontar Baedi	more1255	Papunesia	140.753	-8.85301	Moribund	0
yeii1239	Yei	more1255	Papunesia	140.863	-7.87489	Shifting	0
namb1293	Nambo	more1255	Papunesia	141.931	-8.74501	Not endangered	0
neme1244	Neme	more1255	Papunesia	141.849	-8.44877	Not endangered	0
nama1267	Namat	more1255	Papunesia	141.641	-8.827	Shifting	0
nenn1238	Nen	more1255	Papunesia	142.032	-8.62183	Shifting	0
nama1266	Nama (Papua New Guinea)	more1255	Papunesia	141.706	-8.66403	Not endangered	0
dree1234	Dre	more1255	Papunesia	141.68	-8.5	Extinct	0
lenn1234	Len	more1255	Papunesia	142.1	-9.12	Moribund	0
namo1246	Namo	more1255	Papunesia	141.824	-9.12416	Shifting	0
blaf1238	Mblafe-Ránmo	more1255	Papunesia	141.226	-8.56161	Threatened	0
gunt1241	Warta Thuntai	more1255	Papunesia	141.253	-8.80806	Not endangered	0
aram1253	Arammba	more1255	Papunesia	141.445	-8.29593	Not endangered	0
rema1238	Rema	more1255	Papunesia	141.034	-8.41526	Moribund	0
wara1294	Anta-Komnzo-Wára-Wérè-Kémä	more1255	Papunesia	141.52	-8.64917	Shifting	0
kunj1246	Kánchá	more1255	Papunesia	141.424	-8.92289	Not endangered	0
kita1247	Kitan	mong1349	Eurasia	115.986	44.3773	Extinct	0
daur1238	Dagur	mong1349	Eurasia	124	48	Shifting	0
mogh1245	Mogholi	mong1349	Eurasia	62.28	34.25	Extinct	0
midd1351	Middle Mongol	mong1349	Eurasia	108.6745	48.72618	Extinct	0
kham1281	Khamnigan Mongol	mong1349	Eurasia	117	49	Moribund	0
halh1238	Halh Mongolian	mong1349	Eurasia	106.28874	48.32397	Not endangered	0
kalm1243	Oirad-Kalmyk-Darkhat	mong1349	Eurasia	45.316667	46.566667	Shifting	0
peri1253	Peripheral Mongolian	mong1349	Eurasia	110.157	42.4208	Threatened	0
dark1243	Darkhat	mong1349	Eurasia	99.4449	50.623	Threatened	0
mong1330	Mongolia Buriat	mong1349	Eurasia	109.005	48.7686	Threatened	0
russ1264	Russia Buriat	mong1349	Eurasia	105.5637	50.85331	Shifting	0
chin1476	China Buriat	mong1349	Eurasia	117.786	48.7593	Threatened	0
east2337	East Yugur	mong1349	Eurasia	99.61725	38.83687	Threatened	0
tuuu1240	Monguoric	mong1349	Eurasia	102.117	36.8177	Threatened	0
kang1281	Kangjia	mong1349	Eurasia	101.254	35.043	Moribund	0
dong1285	Dongxiang	mong1349	Eurasia	103.38952	35.66354	Threatened	0
bona1250	Bonan	mong1349	Eurasia	102.01778	35.515	Shifting	0
minh1238	Mangghuer	mong1349	Eurasia	102.80434	36.33736	Threatened	0
huzh1238	Mongghul	mong1349	Eurasia	101.95904	36.84174	Shifting	0
naml1240	Namla	naml1239	Papunesia	140.66	-3.58	Moribund	0
tofa1246	Tofanma	naml1239	Papunesia	140.591	-3.74322	Threatened	0
jara1245	Jarawa (India)	jara1244	Eurasia	92.658	11.6089	Threatened	0
onge1236	Önge	jara1244	Eurasia	92.4707	10.6926	Shifting	0
yems1235	Yemsa	gong1255	Africa	37.4412	7.79821	Shifting	0
benc1235	Bench	gong1255	Africa	35.7673	7.04682	Threatened	0
char1269	Chara	gong1255	Africa	36.4192	6.63946	Shifting	0
koor1239	Koorete	gong1255	Africa	37.8679	5.8054500000000004	Not endangered	0
zays1235	Zayse-Zergulla	gong1255	Africa	37.3409	5.83747	Threatened	0
kach1284	Kachama-Ganjule-Haro	gong1255	Africa	37.9291	6.3971	Shifting	0
male1284	Male (Ethiopia)	gong1255	Africa	36.9892	5.91975	Threatened	0
bask1236	Basketo	gong1255	Africa	36.5763	6.45774	Threatened	0
dorz1235	Dorze	gong1255	Africa	37.5554	6.25237	Threatened	0
wola1242	Wolaytta	gong1255	Africa	37.7537	6.32668	Not endangered	0
melo1242	Melo	gong1255	Africa	36.811	6.53916	Threatened	0
oyda1235	Oyda	gong1255	Africa	36.8541	6.13322	Threatened	0
dawr1236	Dawro	gong1255	Africa	37	6.95	Not endangered	0
gamo1243	Gamo	gong1255	Africa	37.23808	6.27645	Not endangered	0
gofa1235	Gofa	gong1255	Africa	37.05	6.57645	Not endangered	0
anfi1235	Anfillo	gong1255	Africa	34.647	8.568	Shifting	0
boro1277	Boro (Ethiopia)	gong1255	Africa	35.345	10.6596	Shifting	0
kafa1242	Kafa	gong1255	Africa	36.1718	7.34022	Not endangered	0
shek1244	Shekkacho	gong1255	Africa	35.3922	7.27424	Not endangered	0
sout2982	Southeastern Pomo	pomo1273	North America	-122.599	38.9354	Extinct	0
nort2967	Northeastern Russian River Pomo	pomo1273	North America	-122.509	39.2894	Extinct	0
east2545	Eastern Pomo	pomo1273	North America	-122.586	38.5647	Extinct	0
sout2984	Southern Pomo	pomo1273	North America	-122.545	38.7643	Nearly extinct	0
kash1280	Kashaya	pomo1273	North America	-123.08	38.5424	Nearly extinct	0
nort2966	Northern Pomo	pomo1273	North America	-123.209	39.1084	Extinct	0
cent2138	Central Pomo	pomo1273	North America	-123.66393	38.90547	Extinct	0
mari1417	Marimanindji	west2434	Australia	130.561	-14.1788	Extinct	0
mari1423	Mariyedi	west2434	Australia	129.876	-13.7687	Nearly extinct	0
marr1256	Marriammu	west2434	Australia	130.5	-12.28	Nearly extinct	0
mari1424	Marithiel	west2434	Australia	130.237	-13.8818	Nearly extinct	0
mari1422	Maridan	west2434	Australia	130.079	-14.0542	Extinct	0
mari1421	Maridjabin	west2434	Australia	129.844	-13.8754	Nearly extinct	0
mart1254	Marti Ke	west2434	Australia	129.837	-14.0058	Nearly extinct	0
mari1419	Maringarr	west2434	Australia	130.25	-14.3819	Nearly extinct	0
mara1386	Maranunggu	west2434	Australia	130.12	-13.6754	Nearly extinct	0
mand1416	Manda (Australia)	west2434	Australia	129.885	-13.6481	Extinct	0
amii1238	Ami	west2434	Australia	130.04	-13.5573	Nearly extinct	0
ward1246	Wardaman	yang1287	Australia	132.604	-15.4155	Moribund	0
yang1288	Yangman	yang1287	Australia	132.52	-14.4964	Extinct	0
dago1245	Dagoman	yang1287	Australia	132.379	-15.764	Extinct	0
patw1250	Patwin	wint1258	North America	-122.0094	39.2143	Nearly extinct	0
wint1259	Wintu	wint1258	North America	-122.445	39.7176	Extinct	0
nucl1651	Nuclear Wintu	wint1258	North America	-122.5	41	Extinct	0
mull1237	Mullukmulluk	nort1547	Australia	130.664	-13.427	Nearly extinct	0
tyar1236	Tyaraity	nort1547	Australia	130.676	-12.4868	Extinct	0
bell1243	Bella Coola	sali1255	North America	-126.689	52.3448	Nearly extinct	0
till1254	Tillamook	sali1255	North America	-123.83	45.5	Extinct	0
como1259	Comox	sali1255	North America	-124.967	49.7233	Nearly extinct	0
sech1246	Sechelt	sali1255	North America	-123.765	49.4757	Nearly extinct	0
pent1242	Pentlatch	sali1255	North America	-124.689	49.193600000000004	Extinct	0
twan1247	Twana	sali1255	North America	-123.21227	47.48952	Extinct	0
squa1248	Squamish	sali1255	North America	-123.014	49.3231	Nearly extinct	0
nook1247	Nooksack	sali1255	North America	-121.973	48.2201	Extinct	0
halk1245	Halkomelem	sali1255	North America	-122.443668	49.250402	Shifting	0
stra1244	Northern Straits Salish	sali1255	North America	-123.757114	48.51614	Nearly extinct	0
clal1241	Clallam	sali1255	North America	-123.511	48.0707	Extinct	0
sout2965	Southern Puget Sound Salish	sali1255	North America	-122.141	47.263	Extinct	0
lush1252	Northern Lushootseed	sali1255	North America	-122.529	48.42	Extinct	0
snoh1241	Snohomish	sali1255	North America	-122.138	47.9341	Nearly extinct	0
skag1239	Skagit	sali1255	North America	-121.991	48.5314	Nearly extinct	0
lowe1427	Lower Chehalis	sali1255	North America	-124.004	46.7736	Extinct	0
quin1251	Quinault	sali1255	North America	-124.16	47.4214	Extinct	0
cowl1242	Cowlitz	sali1255	North America	-122.917	46.4167	Extinct	0
uppe1439	Upper Chehalis	sali1255	North America	-123.169	46.7981	Extinct	0
shus1248	Shuswap	sali1255	North America	-119.667	50.8734	Shifting	0
thom1243	Thompson	sali1255	North America	-120.193	50.1668	Moribund	0
lill1248	Lillooet	sali1255	North America	-122.04	50.7272	Nearly extinct	0
okan1243	Okanagan	sali1255	North America	-119.294	49.2745	Nearly extinct	0
colu1241	Columbia-Wenatchi	sali1255	North America	-118.454	48.217	Nearly extinct	0
coeu1236	Coeur d'Alene	sali1255	North America	-116.715	47.2958	Nearly extinct	0
spok1245	Spokane	sali1255	North America	-118.062	47.9087	Extinct	0
kali1308	Kalispel-Pend d'Oreille	sali1255	North America	-114.19	47.5825	Moribund	0
yonc1234	Yoncalla	kala1402	North America	-123.466	43.568	Extinct	0
tual1242	Tualatin-Yamhill	kala1402	North America	-122.955	45.327	Extinct	0
kala1400	Central Kalapuya	kala1402	North America	-123.925	44.9861	Extinct	0
rumu1243	Rumu	tura1263	Papunesia	144.179	-7.17149	Not endangered	0
ikob1240	Ikobi	tura1263	Papunesia	143.618	-7.30342	Not endangered	0
bari1298	Barikewa	tura1263	Papunesia	143.99279	-7.09739	Not endangered	0
mouw1234	Mouwase	tura1263	Papunesia	143.808	-7.442	Not endangered	0
bine1240	Bine	east2503	Papunesia	142.893	-9.08879	Not endangered	0
meri1244	Meriam	east2503	Papunesia	143.773	-9.59575	Shifting	0
wipi1242	Wipi	east2503	Papunesia	143.064	-8.79741	Not endangered	0
gizr1240	Gizrra	east2503	Papunesia	142.804	-9.183	Shifting	0
xinc1243	Xinca-Yupiltepeque	xinc1237	North America	-89.790974	14.194497	Extinct	0
xinc1246	Xinca-Guazacapan	xinc1237	North America	-90.416651	14.069981	Extinct	0
xinc1242	Xinca-Chiquimulilla	xinc1237	North America	-90.380259	14.083301	Extinct	0
xink1235	Xinka-Jumaytepeque	xinc1237	North America	-90.256519	14.341898	Extinct	0
xinc1245	Xinca-Sinacantan	xinc1237	North America	-90.358486	14.126921	Extinct	0
muin1242	Muinane	bora1262	South America	-72.4249	-0.8652	Moribund	0
bora1263	Bora	bora1262	South America	-72.257066	-2.000259	Threatened	0
urar1245	Urartian	hurr1239	Eurasia	43.3425	38.5	Extinct	0
hurr1240	Hurrian	hurr1239	Eurasia	43.3154	40.7339	Extinct	0
dime1235	Dime	sout2845	Africa	36.3329	6.20951	Shifting	0
hame1242	Hamer-Banna	sout2845	Africa	36.5176	5.06515	Threatened	0
karo1297	Karo (Ethiopia)	sout2845	Africa	36.1709	5.2101	Shifting	0
aari1239	Aari	sout2845	Africa	36.5721	5.95034	Not endangered	0
gayi1237	Gayil	sout2845	Africa	36.672110000000004	6.15034	Not endangered	0
kamu1260	Kamula	kamu1264	Papunesia	142.639	-7.28798	Shifting	0
pare1271	Pare	kamu1264	Papunesia	141.658	-6.46878	Not endangered	0
aeky1238	Aekyom	kamu1264	Papunesia	141.532	-5.88478	Not endangered	0
gadj1243	Gajirrabeng	jarr1235	Australia	129.156	-15.4786	Extinct	0
miri1266	Miriwung	jarr1235	Australia	128.889	-16.3596	Nearly extinct	0
kitj1240	Kitja	jarr1235	Australia	127.392	-17.5758	Moribund	0
west2205	Western Coastal Tasmanian	west1503	Australia	145.204468	-41.885921	Extinct	0
port1278	Port Sorell	west1503	Australia	146.559906	-41.188369	Extinct	0
nang1259	Nangikurrunggurr	sout2772	Australia	131.237	-14.268	Shifting	0
murr1258	Murriny Patha	sout2772	Australia	129.70152	-14.74852	Shifting	0
kepk1241	Kepkiriwát	tupi1275	South America	-61.246	-11.663	Extinct	0
suru1262	Suruí	tupi1275	South America	-61.2818	-11.0989	Shifting	0
sala1273	Salamãi	tupi1275	South America	-61.25	-12.0499	Extinct	0
arua1261	Aruá (Rondonia State)	tupi1275	South America	-62.4357	-12.1186	Nearly extinct	0
gavi1246	Gavião Do Jiparaná	tupi1275	South America	-61.6752	-10.7235	Shifting	0
cint1239	Cinta Larga	tupi1275	South America	-60.8312	-10.5879	Shifting	0
juru1256	Jurúna	tupi1275	South America	-53.3472	-10.9354	Shifting	0
xipa1240	Xipaya	tupi1275	South America	-49.948	-4.133	Extinct	0
mari1442	Maritsauá	tupi1275	South America	-53.9667	-11.5833	Extinct	0
kuru1309	Kuruáya	tupi1275	South America	-52.2303	-3.09561	Extinct	0
mund1330	Mundurukú	tupi1275	South America	-57.691	-8.41095	Shifting	0
maku1278	Makuráp	tupi1275	South America	-64.3201	-11.8701	Moribund	0
saki1248	Mekens	tupi1275	South America	-62.0927	-13.054	Nearly extinct	0
akun1241	Akuntsu	tupi1275	South America	-60.9716	-12.8322	Nearly extinct	0
tupa1250	Tuparí	tupi1275	South America	-62.2544	-11.8884	Shifting	0
wayo1238	Wayoró	tupi1275	South America	-61.3064	-12.6945	Nearly extinct	0
sate1243	Sateré-Mawé	tupi1275	South America	-56.8749	-3.63897	Shifting	0
awet1244	Awetí	tupi1275	South America	-53.391944	-12.381944	Shifting	0
kama1373	Kamayurá	tupi1275	South America	-53.4651	-12.2661	Shifting	0
kari1317	Karipúna	tupi1275	South America	-64.2807	-10.2006	Moribund	0
kaya1329	Kayabí	tupi1275	South America	-55.5479	-11.2747	Shifting	0
apia1248	Apiaká	tupi1275	South America	-57.91	-7.84711	Extinct	0
urue1240	Uru-Eu-Wau-Wau	tupi1275	South America	-63.8086	-10.9176	Shifting	0
amun1246	Amundava	tupi1275	South America	-62.3064	-9.04023	Threatened	0
wira1264	Wiraféd	tupi1275	South America	-59.4769	-9.30537	Extinct	0
juma1249	Júma	tupi1275	South America	-64.0998	-7.27501	Nearly extinct	0
para1313	Paranawát	tupi1275	South America	-59.053	-9.34239	Extinct	0
tenh1241	Tenharim-Parintintin-Diahoi	tupi1275	South America	-61.936	-7.92626	Shifting	0
nhen1239	Nhengatu	tupi1275	South America	-66.9646	1.04503	Shifting	0
tupi1274	Lingua Geral Paulista	tupi1275	South America	-46.38	-23.95	Extinct	0
tupi1273	Tupinambá	tupi1275	South America	-42.106389	-22.807778	Extinct	0
coca1259	Cocama-Cocamilla	tupi1275	South America	-74	-4.5	Nearly extinct	0
omag1248	Omagua	tupi1275	South America	-69.1667	-3.526	Nearly extinct	0
poti1237	Potiguára	tupi1275	South America	-38	-7.01666	Extinct	0
tupi1272	Tupinikin	tupi1275	South America	-40.4167	-19	Extinct	0
guar1292	Guarayu	tupi1275	South America	-61.6934	-15.8247	Shifting	0
