Glottocode	Name	Family_ID	Macroarea	Longitude	Latitude	Endangerment	English_variety_outside_Eurasia
wane1241	Waneci	indo1319	Eurasia	67.8327	30.0501	Not endangered	0
nort2646	Northern Pashto	indo1319	Eurasia	71.33	34	Not endangered	0
sout2649	Southern Pashto	indo1319	Eurasia	65.7	31.5	Not endangered	0
cent1973	Central Pashto	indo1319	Eurasia	69.4529	31.9153	Not endangered	0
bact1239	Bactrian	indo1319	Eurasia	66.85	36.81	Extinct	0
part1239	Parthian	indo1319	Eurasia	56.056	37.052	Extinct	0
semn1249	Semnani-Biyabuneki	indo1319	Eurasia	53.2868	35.5295	Threatened	0
adha1238	Adhari	indo1319	Eurasia	48.06	40.05	Extinct	0
goza1238	Alamuti	indo1319	Eurasia	50.6987	36.4133	Shifting	0
kari1303	Karingani-Kalasuri-Khoynarudi	indo1319	Eurasia	47.4329	38.5656	Threatened	0
harz1239	Harzani-Kilit	indo1319	Eurasia	48.2848	38.4341	Threatened	0
taly1247	North-Central Talysh	indo1319	Eurasia	48.6349	38.4552	Not endangered	0
khoi1250	Kho'ini	indo1319	Eurasia	48.6212	36.8997	Moribund	0
mara1373	Maraghei	indo1319	Eurasia	49.9665	36.8259	Shifting	0
kaba1276	Kabatei	indo1319	Eurasia	49.7603	37.0529	Shifting	0
uppe1235	Upper Taromi	indo1319	Eurasia	48.7301	36.5998	Shifting	0
kaja1247	Kajali	indo1319	Eurasia	53.4785	35.8989	Shifting	0
shah1254	Shahrudi-Southern Talysh	indo1319	Eurasia	50.2074	36.7581	Shifting	0
kore1279	Karanic	indo1319	Eurasia	44.895	37.794	Shifting	0
alvi1241	Alviri-Vidari	indo1319	Eurasia	50.3794	35.0075	Moribund	0
vafs1240	Vafsi	indo1319	Eurasia	50.0013	34.5309	Threatened	0
asht1244	Ashtiani	indo1319	Eurasia	48.6808	37.7469	Threatened	0
take1255	Takestani	indo1319	Eurasia	49.688542	36.065077	Not endangered	0
raza1238	Razajerdi	indo1319	Eurasia	50.002	36.267	Shifting	0
esht1238	Eshtehardi	indo1319	Eurasia	50.3677	35.7267	Shifting	0
diml1238	Dimli	indo1319	Eurasia	39.6388	38.6147	Threatened	0
kirm1248	Kirmanjki	indo1319	Eurasia	39.4004	39.1636	Threatened	0
gura1251	Gurani	indo1319	Eurasia	44.4956	36.8377	Threatened	0
baje1238	Bajelani	indo1319	Eurasia	42.9867	33.9498	Threatened	0
shab1251	Shabaki	indo1319	Eurasia	43.144	36.375	Shifting	0
sarl1241	Sarli	indo1319	Eurasia	43.644	36.021	Shifting	0
sang1315	Sangisari	indo1319	Eurasia	53.3	35.72	Threatened	0
sork1239	Sorkhei-Aftari	indo1319	Eurasia	53.21897	35.45652	Threatened	0
lasg1238	Lasgerdi	indo1319	Eurasia	52.99868	35.40153	Shifting	0
east2304	Eastern Balochi	indo1319	Eurasia	62	28	Not endangered	0
koro1296	Koroshi	indo1319	Eurasia	53.008	29.441	Shifting	0
west2368	Western Balochi	indo1319	Eurasia	62.17	37.83	Not endangered	0
sout2642	Southern Balochi	indo1319	Eurasia	64	26	Not endangered	0
laki1244	Laki	indo1319	Eurasia	47.9398	34.0103	Not endangered	0
sout2640	Southern Kurdish	indo1319	Eurasia	46.5976	32.8977	Not endangered	0
nort2641	Northern Kurdish	indo1319	Eurasia	43	37	Threatened	0
cent1972	Central Kurdish	indo1319	Eurasia	45.8077	35.6539	Not endangered	0
gurg1241	Gurgani	indo1319	Eurasia	54.43	36.83	Extinct	0
gila1241	Gilaki	indo1319	Eurasia	49.8359	37.1344	Not endangered	0
rudb1238	Rudbari	indo1319	Eurasia	49.8801	37.0878	Shifting	0
shah1253	Shahmirzadi	indo1319	Eurasia	53.32	35.778	Not endangered	0
maza1291	Mazanderani	indo1319	Eurasia	52.3009	36.241	Not endangered	0
siva1239	Sivandi	indo1319	Eurasia	52.92	30.08	Shifting	0
gazi1243	Gazic	indo1319	Eurasia	49.4553	34.0357	Shifting	0
jude1268	Judeo-Hamadani-Borujerdi	indo1319	Eurasia	48.498392	34.794267	Shifting	0
khun1255	Khunsaric	indo1319	Eurasia	49.3742	36.6963	Threatened	0
soii1239	Soic	indo1319	Eurasia	54.5964	31.8542	Shifting	0
nata1252	Natanzic	indo1319	Eurasia	51.9538	33.4593	Shifting	0
zoro1242	Zoroastrian Yazdi	indo1319	Eurasia	54.4469	31.8161	Shifting	0
nayi1242	Nayinic	indo1319	Eurasia	53.521	34.2212	Shifting	0
khwa1238	Khwarezmian	indo1319	Eurasia	60.75	41.68	Extinct	0
yagn1238	Yagnobi	indo1319	Eurasia	69.2422	39.1486	Threatened	0
sogd1245	Sogdian	indo1319	Eurasia	66.983	39.7	Extinct	0
oldo1234	Old Ossetic	indo1319	Eurasia	39.46	48.48	Extinct	0
osse1243	Modern Ossetic	indo1319	Eurasia	44.61	42.98	Threatened	0
digo1242	Digor Ossetian	indo1319	Eurasia	44.156944	43.158056	Threatened	0
iron1242	Iron Ossetian	indo1319	Eurasia	44.61	42.98	Threatened	0
oldp1254	Old Persian (ca. 600-400 B.C.)	indo1319	Eurasia	54	32	Extinct	0
pahl1241	Pahlavi	indo1319	Eurasia	52.7	30.06	Extinct	0
lari1253	Larestani	indo1319	Eurasia	54.63449	27.6436	Threatened	0
sout2645	Fars Dialects	indo1319	Eurasia	52.267	29.746	Shifting	0
kumz1235	Kumzari	indo1319	Eurasia	56.4202	26.1602	Threatened	0
bash1263	Bashkardi	indo1319	Eurasia	53	32	Shifting	0
dezf1238	Dezfuli-Shushtari	indo1319	Eurasia	48.907	32.374	Nearly extinct	0
nort2645	Northern Luri	indo1319	Eurasia	47.916	32.5438	Not endangered	0
bakh1245	Bakhtiari	indo1319	Eurasia	49.7713	32.0163	Not endangered	0
sout2647	Southern Luri	indo1319	Eurasia	50.8382	30.4669	Not endangered	0
musl1236	Muslim Tat	indo1319	Eurasia	46.645589	41.425062	Moribund	0
jude1256	Judeo-Tat	indo1319	Eurasia	48.264749	42.068306	Threatened	0
west2369	Western Farsi	indo1319	Eurasia	53.3	32.9	Not endangered	0
jude1257	Judeo-Persian	indo1319	Eurasia	43.57147	31.45071	Shifting	0
haza1239	Hazaragi	indo1319	Eurasia	64.5105	33.3708	Not endangered	0
aima1241	Aimaq	indo1319	Eurasia	59.1756	35.283	Not endangered	0
dari1249	Dari	indo1319	Eurasia	67.3593	31.0405	Not endangered	0
dehw1238	Dehwari	indo1319	Eurasia	66.5977	29.5205	Not endangered	0
pahl1240	Pahlavani	indo1319	Eurasia	62.1978	31.3267	Extinct	0
taji1245	Tajik	indo1319	Eurasia	68.5549	38.8213	Not endangered	0
bukh1238	Bukharic	indo1319	Eurasia	64	41	Not endangered	0
wakh1245	Wakhi	indo1319	Eurasia	73.9777	37.1768	Threatened	0
tums1237	Tumshuqese	indo1319	Eurasia	79.066667	39.866667	Extinct	0
khot1251	Khotanese	indo1319	Eurasia	79.04	38.33	Extinct	0
mess1244	Messapic	indo1319	Eurasia	17.860344	40.538334	Extinct	0
thra1250	Thracian	indo1319	Eurasia	24.711977	42.115469	Extinct	0
daci1234	Dacian	indo1319	Eurasia	23.3	46.2	Extinct	0
lusi1235	Lusitanian	indo1319	Eurasia	-8.105283	39.943975	Extinct	0
pala1331	Palaic	indo1319	Eurasia	33.499	41.334	Extinct	0
hitt1242	Hittite	indo1319	Eurasia	35	40	Extinct	0
lydi1241	Lydian	indo1319	Eurasia	28.599	40.287	Extinct	0
side1240	Sidetic	indo1319	Eurasia	31.917	36.764	Extinct	0
cari1274	Carian	indo1319	Eurasia	28.182	37.203	Extinct	0
cune1239	Cuneiform Luwian	indo1319	Eurasia	36	38	Extinct	0
hier1240	Hieroglyphic Luwian	indo1319	Eurasia	34.615278000000004	40.019722	Extinct	0
lyci1241	Lycian A	indo1319	Eurasia	29.764	36.517	Extinct	0
mily1238	Milyan	indo1319	Eurasia	29.318611	36.356111	Extinct	0
pisi1234	Pisidian	indo1319	Eurasia	31.28	37.273	Extinct	0
nezp1238	Nez Perce	saha1239	North America	-116.408	46.3073	Nearly extinct	0
wall1238	Northeast Sahaptin	saha1239	North America	-118.424	45.7206	Nearly extinct	0
yaki1237	Northwest Sahaptin	saha1239	North America	-120.756	46.2655	Nearly extinct	0
umat1237	Umatilla	saha1239	North America	-118.552	45.6391	Nearly extinct	0
teni1238	Tenino	saha1239	North America	-121.44	44.7985	Nearly extinct	0
kunb1251	Kunbarlang	gunw1250	Australia	133.723	-11.9133	Shifting	0
gunw1252	Bininj Kun-Wok	gunw1250	Australia	133.358	-12.3398	Shifting	0
ngal1292	Ngalkbun	gunw1250	Australia	133.936	-13.9783	Nearly extinct	0
djau1244	Jawoyn	gunw1250	Australia	133.002	-14.1361	Nearly extinct	0
uwin1234	Uwinymil	gunw1250	Australia	131.7	-12.8	Extinct	0
wara1290	Warray	gunw1250	Australia	131.236	-13.0941	Extinct	0
wulw1234	Wulwulam	gunw1250	Australia	131.830997	-13.817802	Extinct	0
ngan1295	Ngandi	gunw1250	Australia	134.649	-12.8448	Nearly extinct	0
remb1249	Rembarrnga	gunw1250	Australia	134.308	-12.9608	Moribund	0
ngal1293	Ngalakgan	gunw1250	Australia	134.716	-14.4281	Extinct	0
nung1290	Wubuy	gunw1250	Australia	135.753	-14.2623	Shifting	0
anin1240	Anindilyakwa	gunw1250	Australia	136.6415	-13.99904	Shifting	0
ngar1284	Ngarinyin	worr1236	Australia	126.433	-16.4006	Nearly extinct	0
winj1235	Winjarumi	worr1236	Australia	124.539184	-15.355178	Extinct	0
worr1237	Worrorra	worr1236	Australia	124.881218	-15.612781	Extinct	0
ungg1243	Unggumi	worr1236	Australia	124.67	-15.65	Extinct	0
umii1235	Umiida-Unggarangu	worr1236	Australia	124.5	-16.559333	Extinct	0
yawi1239	Yawijibaya	worr1236	Australia	124.529665	-15.348087	Extinct	0
ungg1244	Unggaranggu	worr1236	Australia	124.156	-16.91	Extinct	0
umii1236	Umiida	worr1236	Australia	124.079216	-16.615461	Extinct	0
anda1282	Andadjin	worr1236	Australia	127.693718	-16.531222	Nearly extinct	0
wuna1249	Wunambal	worr1236	Australia	125.72	-14.8347	Moribund	0
wila1240	Wilawila	worr1236	Australia	126.6	-14.9105	Extinct	0
miwa1242	Miwa	worr1236	Australia	126.921	-14.3484	Extinct	0
gamb1251	Gambera	worr1236	Australia	126.27131	-14.29546	Extinct	0
kwin1241	Kwini	worr1236	Australia	126.562	-14.2515	Extinct	0
duru1236	Duruwa	drav1251	Eurasia	82.4881	19.0534	Threatened	0
pott1240	Pottangi Ollar Gadaba	drav1251	Eurasia	82.7586	18.596800000000002	Threatened	0
mudh1235	Mudhili Gadaba	drav1251	Eurasia	83.378	18.276	Shifting	0
nort2699	Northwestern Kolami	drav1251	Eurasia	78.4934	20.1022	Shifting	0
sout1549	Southeastern Kolami	drav1251	Eurasia	78.5936	19.6908	Shifting	0
khir1237	Khirwar	drav1251	Eurasia	82.9615	23.7062	Not endangered	0
korr1238	Korra Koraga	drav1251	Eurasia	75.2	12.9163	Threatened	0
mudu1241	Mudu Koraga	drav1251	Eurasia	75.1061	12.6224	Shifting	0
kudi1237	Kudiya	drav1251	Eurasia	75.4896	12.3301	Threatened	0
tulu1258	Tulu	drav1251	Eurasia	75.2651	12.8114	Threatened	0
bell1261	Bellari	drav1251	Eurasia	74.86354	13.64667	Shifting	0
bada1257	Badaga	drav1251	Eurasia	76.5974	11.3094	Shifting	0
bett1235	Betta Kurumba	drav1251	Eurasia	76.6064	11.6385	Shifting	0
shol1240	Sholaga	drav1251	Eurasia	77.2211	11.9458	Threatened	0
maun1243	Maundadan Chetti	drav1251	Eurasia	76.4812	11.5094	Not endangered	0
holi1239	Holiya	drav1251	Eurasia	79.9164	21.5259	Threatened	0
aluk1238	Alu Kurumba	drav1251	Eurasia	76.7995	11.3456	Shifting	0
jenn1240	Jennu Kurumba	drav1251	Eurasia	76.5767	11.5041	Not endangered	0
oldk1250	Old Kannada	drav1251	Eurasia	75.82	13.244	Extinct	0
nucl1305	Kannada	drav1251	Eurasia	76.1198	13.5878	Not endangered	0
kota1263	Kota (India)	drav1251	Eurasia	76.9387	11.4978	Shifting	0
toda1252	Toda	drav1251	Eurasia	77.0168	11.4184	Shifting	0
koda1255	Kodava	drav1251	Eurasia	75.9161	12.2443	Shifting	0
ural1274	Urali of Idukki	drav1251	Eurasia	76.8007	10.8519	Extinct	0
thac1235	Thachanadan	drav1251	Eurasia	76.3642	11.2651	Threatened	0
mala1459	Malankuravan	drav1251	Eurasia	77.093	8.45063	Not endangered	0
mull1244	Mullu Kurumba	drav1251	Eurasia	76.7	11.29	Not endangered	0
alla1247	Allar	drav1251	Eurasia	76.6593	11.0803	Shifting	0
kani1275	Kanikkaran	drav1251	Eurasia	77.2465	8.44163	Threatened	0
mala1466	Malaryan	drav1251	Eurasia	76.5586	10.4468	Extinct	0
mala1464	Malayalam	drav1251	Eurasia	76.7651	9.59208	Not endangered	0
kada1242	Kadar	drav1251	Eurasia	76.7285	11.0602	Threatened	0
mala1463	Malavedan	drav1251	Eurasia	77.2038	8.85517	Threatened	0
kuri1256	Kurichiya	drav1251	Eurasia	75.5203	11.8226	Shifting	0
ulla1237	Ullatan	drav1251	Eurasia	77.0906	9.46719	Extinct	0
waya1264	Wayanad Chetti	drav1251	Eurasia	76.3704	11.6702	Moribund	0
aran1261	Aranadan	drav1251	Eurasia	75.79538	11.35252	Shifting	0
vish1243	Vishavan	drav1251	Eurasia	76.7593	10.1751	Shifting	0
path1235	Pathiya	drav1251	Eurasia	76.3397	11.6368	Threatened	0
kund1253	Kunduvadi	drav1251	Eurasia	76.2015	11.7535	Threatened	0
kala1255	Kalanadi	drav1251	Eurasia	76.1225	11.6025	Threatened	0
pani1256	Paniya	drav1251	Eurasia	76.0779	11.7318	Not endangered	0
ravu1237	Ravula	drav1251	Eurasia	75.6265	12.3231	Not endangered	0
mala1457	Mala Malasar	drav1251	Eurasia	76.8708	10.5007	Not endangered	0
mala1468	Malapandaram	drav1251	Eurasia	77.272	8.59225	Threatened	0
oldt1248	Old Tamil	drav1251	Eurasia	78	11	Extinct	0
patt1247	Pattapu	drav1251	Eurasia	80.11	15.37	Not endangered	0
yeru1240	Yerukula	drav1251	Eurasia	81.9748	17.3702	Shifting	0
kaik1244	Kaikadi	drav1251	Eurasia	76.0003	18.3859	Not endangered	0
mann1246	Mannan	drav1251	Eurasia	76.97	9.85	Threatened	0
muth1236	Muthuvan	drav1251	Eurasia	76.7328	10.3524	Not endangered	0
pali1274	Paliyan	drav1251	Eurasia	77.1863	10.087	Threatened	0
tami1289	Tamil	drav1251	Eurasia	78.825989	10.520219	Not endangered	0
mala1458	Malasar	drav1251	Eurasia	76.833	10.467	Not endangered	0
erav1242	Eravallan	drav1251	Eurasia	76.8389	10.8003	Threatened	0
irul1243	Irula of the Nilgiri	drav1251	Eurasia	79.95209	12.70645	Shifting	0
mudu1239	Muduga	drav1251	Eurasia	76.5627	11.062	Not endangered	0
atta1243	Attapady Kurumba	drav1251	Eurasia	76.5365	11.1575	Not endangered	0
telu1262	Telugu	drav1251	Eurasia	78.7024	16.4529	Not endangered	0
wadd1237	Waddar	drav1251	Eurasia	77.1673	19.8838	Not endangered	0
oldt1249	Old Telugu	drav1251	Eurasia	80.7807	16.1026	Extinct	0
chen1255	Chenchu	drav1251	Eurasia	79.2534	15.8787	Not endangered	0
mukh1238	Mukha-Dora	drav1251	Eurasia	81.5663	17.4467	Not endangered	0
mann1245	Manna-Dora	drav1251	Eurasia	83.1908	18.2775	Nearly extinct	0
mari1414	Maria (India)	drav1251	Eurasia	79.9144	19.7875	Not endangered	0
koya1251	Koya	drav1251	Eurasia	81.2096	17.6772	Not endangered	0
dand1238	Dandami Maria	drav1251	Eurasia	81.3598	18.7475	Not endangered	0
nort2702	Northern Gondi	drav1251	Eurasia	81.3842	18.1632	Threatened	0
sout2711	Southern Gondi	drav1251	Eurasia	80.27811	20.10446	Not endangered	0
utno1237	Adilabad Gondi	drav1251	Eurasia	80.2	18.75	Not endangered	0
aher1237	Aheri Gondi	drav1251	Eurasia	80.0058	19.4163	Not endangered	0
farw1235	Far Western Muria	drav1251	Eurasia	80.4712	20.1754	Not endangered	0
west2408	Western Muria	drav1251	Eurasia	80.7006	20.2384	Not endangered	0
east2340	Eastern Muria	drav1251	Eurasia	80.8893	20.1422	Not endangered	0
kond1295	Konda-Dora	drav1251	Eurasia	82.93402	18.26754	Threatened	0
kuii1252	Kui (India)	drav1251	Eurasia	83.5859	19.2043	Not endangered	0
kuvi1243	Kuvi	drav1251	Eurasia	83.7552	18.8832	Not endangered	0
peng1244	Pengo	drav1251	Eurasia	83.6552	19.3435	Not endangered	0
mand1413	Manda (India)	drav1251	Eurasia	83.6749	20.0962	Shifting	0
brah1256	Brahui	drav1251	Eurasia	66.56	29.04	Threatened	0
kuru1301	Kurukh	drav1251	Eurasia	86.46568	24.46442	Threatened	0
nepa1253	Nepali Kurux	drav1251	Eurasia	86.00255	26.72057	Threatened	0
kuru1302	Indian Kurux	drav1251	Eurasia	86.4657	24.4644	Threatened	0
saur1249	Sauria Paharia	drav1251	Eurasia	87.6432	24.8124	Threatened	0
kuma1274	Kumarbhag Paharia	drav1251	Eurasia	87.2699	24.1217	Threatened	0
bamb1262	Bambassi	maoo1243	Africa	34.6522	9.82554	Shifting	0
ganz1246	Ganza	maoo1243	Africa	35.1373	10.2991	Shifting	0
seze1235	Seze	maoo1243	Africa	34.6449	9.50764	Shifting	0
hozo1236	Hozo	maoo1243	Africa	34.60448	9.38875	Shifting	0
cacu1241	Kakua	kaku1242	South America	-69.5659	0.88778	Shifting	0
nuka1242	Nukak Makú	kaku1242	South America	-71.4629	2.65939	Shifting	0
nort2938	Northern Haida	haid1248	North America	-132.079257	54.004532	Nearly extinct	0
sout2956	Southern Haida	haid1248	North America	-132.008	53.2616	Nearly extinct	0
otom1301	Otomaco	otom1276	South America	-66.4990389	7.6197859	Extinct	0
tapa1262	Taparita	otom1276	South America	-67.6	7.65	Extinct	0
kadi1248	Kadiwéu	guai1249	South America	-57.582	-19.7222	Shifting	0
abip1241	Abipon	guai1249	South America	-61	-29	Extinct	0
moco1246	Mocoví	guai1249	South America	-60.4145	-28.097	Shifting	0
pila1245	Pilagá	guai1249	South America	-60.1537	-25.0058	Shifting	0
toba1269	Toba	guai1249	South America	-61.96	-23.77	Threatened	0
defa1248	Defaka	ijoi1239	Africa	7.50186	4.58451	Moribund	0
izon1238	Izon	ijoi1239	Africa	5.51702	5.17986	Not endangered	0
orum1241	Oruma	ijoi1239	Africa	6.38295	4.9377	Shifting	0
okod1238	Okodia	ijoi1239	Africa	6.44113	5.29237	Shifting	0
bise1238	Biseni	ijoi1239	Africa	6.51646	5.40296	Shifting	0
sout2774	Southeast Ijo	ijoi1239	Africa	6.32192	4.44235	Threatened	0
nkor1239	Nkoroo	ijoi1239	Africa	7.45802	4.57641	Shifting	0
kiri1254	Kirike	ijoi1239	Africa	6.98938	4.41126	Not endangered	0
iban1261	Ibani	ijoi1239	Africa	7.23558	4.49119	Threatened	0
kala1381	Kalabari	ijoi1239	Africa	6.69539	4.53194	Not endangered	0
ajas1235	Aja (South Sudan)	kres1240	Africa	25.6122	8.58003	Shifting	0
gbay1288	Kresh-Woro	kres1240	Africa	25	8.43391	Threatened	0
dong1296	Dongo Kresh	kres1240	Africa	24.6	10	Threatened	0
ihab1241	Iha-based Pidgin	pidg1258	Papunesia	132.294	-2.935	Extinct	0
russ1267	Russenorsk	pidg1258	Eurasia	23.681	70.662	Extinct	0
icel1248	Icelandic-Basque Pidgin	pidg1258	Eurasia	-22.3	65.78	Extinct	0
fana1235	Fanagalo	pidg1258	Africa	27.1400833333	-25.384842	Extinct	0
broo1238	Broome Pearling Lugger Pidgin	pidg1258	Australia	122.233	-17.927	Extinct	0
hiri1237	Hiri Motu	pidg1258	Papunesia	147.083	-9.33333	Not endangered	0
pidg1246	Pidgin Delaware	pidg1258	North America	-75.463	38.569	Extinct	0
tayb1240	Tay Boi	pidg1258	Eurasia	108.257	13.8962	Extinct	0
pidg1247	Pidgin Ngarluma	pidg1258	Australia	114.08427	-21.94884	Extinct	0
nefa1235	Nefamese	pidg1258	Eurasia	96.349	27.688	Nearly extinct	0
hora1238	Horace Holden's Pidgin Tobi	pidg1258	Papunesia	131.172218	3.005176	Extinct	0
mari1446	Maritime Polynesian Pidgin	pidg1258	Papunesia	-148.42673	-16.593829	Extinct	0
pidg1259	Pidgin Bobangi	pidg1258	Africa	19.166336	1.677922	Extinct	0
bari1241	Barikanchi	pidg1258	Africa	8.4331	11.989	Extinct	0
giba1240	Gibanawa	pidg1258	Africa	8.615	12.584	Extinct	0
maca1264	Macao Pidgin Portuguese	pidg1258	Eurasia	113.55007	22.19664	Extinct	0
onin1237	Onin Pidgin	pidg1258	Papunesia	132.083	-2.83	Extinct	0
sett1235	KiSetla	pidg1258	Africa	28.6923	-15.6067	Extinct	0
kisi1251	Kisisi	pidg1258	Africa	36.25994	-0.50021	Nearly extinct	0
ndyu1241	Ndyuka-Trio Pidgin	pidg1258	South America	-56.0182	2.94789	Extinct	0
chin1253	Chinese Pidgin English	pidg1258	Papunesia	166.926	-0.53224	Shifting	1
boni1239	Bonin English Pidgin	pidg1258	Eurasia	142.21	27.07	Extinct	0
libe1240	Kru Pidgin English	pidg1258	Africa	-10.5284	6.423	Not endangered	1
west2864	West Greenlandic Eskimo Pidgin	pidg1258	North America	-50.8458	68.9635	Extinct	0
eski1266	Herschel Island Eskimo Trade Jargon	pidg1258	North America	-152.01	70.11	Extinct	0
ling1242	Mediterranean Lingua Franca	pidg1258	Africa	10.8531	33.8613	Extinct	0
toro1251	Torona	narr1279	Africa	30.341	11.1254	Extinct	0
lumu1239	Lumun	narr1279	Africa	30.253	10.8308	Threatened	0
ache1245	Acheron	narr1279	Africa	30.3187	10.8827	Threatened	0
toch1257	Tocho	narr1279	Africa	30.1567	10.8828	Shifting	0
ngil1242	Ngile	narr1279	Africa	29.997	10.7194	Threatened	0
dagi1241	Dagik	narr1279	Africa	29.9404	10.583	Not endangered	0
ndin1245	Nding	narr1279	Africa	30.7306	10.2741	Shifting	0
talo1250	Tasomi-Tata	narr1279	Africa	30.4815	10.6453	Shifting	0
chim1310	Chimakum	chim1311	North America	-123.139145	47.91457	Extinct	0
quil1240	Quileute	chim1311	North America	-124.603	47.9106	Extinct	0
ubyk1235	Ubykh	abkh1242	Eurasia	39.67	43.67	Extinct	0
adyg1241	Adyghe	abkh1242	Eurasia	39.33	44	Threatened	0
kaba1278	Kabardian	abkh1242	Eurasia	43.3918	43.5082	Threatened	0
abaz1241	Abaza	abkh1242	Eurasia	42	44.25	Threatened	0
abkh1244	Abkhaz	abkh1242	Eurasia	41.159115	43.056218	Threatened	0
lard1243	Lardil	tang1340	Australia	139.4343	-16.56152	Nearly extinct	0
gang1267	Ganggalida	tang1340	Australia	139.426	-17.5446	Extinct	0
nyan1300	Yangkaal	tang1340	Australia	138.023	-16.74	Extinct	0
kaya1319	Kayardild	tang1340	Australia	139.489	-17.0695	Nearly extinct	0
leng1262	Lengua	leng1261	South America	-58.9053	-22.6559	Shifting	0
sout2989	Enxet Sur	leng1261	South America	-57.945626	-23.427556	Not endangered	0
nort2971	Enlhet Norte	leng1261	South America	-58.98	-22.54	Not endangered	0
toba1268	Toba-Enenlhet	leng1261	South America	-58.0158	-21.5474	Shifting	0
guan1268	Guaná (Paraguay)	leng1261	South America	-58.0654	-21.9803	Shifting	0
anga1316	Angaité	leng1261	South America	-58.45	-22.85	Moribund	0
sana1298	Sanapaná	leng1261	South America	-58.38	-22.49	Shifting	0
suki1245	Suki	suki1244	Papunesia	141.842	-8.04783	Not endangered	0
gogo1265	Gogodala	suki1244	Papunesia	142.874	-8.08527	Not endangered	0
waru1267	Waruna	suki1244	Papunesia	142.47	-8.23565	Not endangered	0
arii1243	Ari	suki1244	Papunesia	142.4	-7.95526	Moribund	0
orok1267	Orokolo	nucl1580	Papunesia	145.34	-7.81309	Not endangered	0
opao1240	Opao	nucl1580	Papunesia	145.751	-7.85988	Not endangered	0
keor1235	Keoru-Ahia	nucl1580	Papunesia	145.415	-7.63603	Not endangered	0
tair1256	Tairuma	nucl1580	Papunesia	145.732	-7.94866	Not endangered	0
toar1246	Toaripi	nucl1580	Papunesia	146.206	-8.07231	Not endangered	0
pali1279	Palikúr	araw1281	South America	-51.6246	3.63993	Shifting	0
tere1279	Terena-Kinikinao-Chane	araw1281	South America	-56.0329	-20.6614	Threatened	0
baur1253	Baure	araw1281	South America	-63.68	-13.61	Nearly extinct	0
apol1242	Apolista	araw1281	South America	-68.66	-14.83	Extinct	0
guan1270	Kinikinao	araw1281	South America	-54.0333	-19.1667	Extinct	0
chan1322	Chané	araw1281	South America	-62.638	-18.186	Extinct	0
paun1241	Paunaka	araw1281	South America	-63.086994	-14.353747	Nearly extinct	0
trin1274	Trinitario-Javeriano-Loretano	araw1281	South America	-65.4096	-15.3331	Shifting	0
igna1246	Ignaciano	araw1281	South America	-65.3993	-15.1188	Shifting	0
joaq1235	Joaquiniano	araw1281	South America	-64.67	-13.4	Extinct	0
paic1240	Paiconeca	araw1281	South America	-60.5	-15	Extinct	0
yane1238	Yanesha'	araw1281	South America	-75.315	-10.5454	Shifting	0
noma1263	Nomatsiguenga	araw1281	South America	-74.4371	-11.5349	Shifting	0
caqu1242	Caquinte	araw1281	South America	-73.4451	-11.4812	Shifting	0
asha1243	Asháninka	araw1281	South America	-73.9073	-11.9311	Threatened	0
sout3127	South Ucayali Ashéninka	araw1281	South America	-74.060306	-10.37875	Threatened	0
ashe1273	Ashéninka Pajonal	araw1281	South America	-74.2014	-10.7583	Threatened	0
ajyi1238	Ajyíninka Apurucayali	araw1281	South America	-74.61947	-9.82364	Threatened	0
pich1237	Pichis Ashéninka	araw1281	South America	-74.60281	-10.47249	Threatened	0
ucay1237	Ucayali-Yurúa Ashéninka	araw1281	South America	-73.1836	-9.49424	Threatened	0
ashe1272	Ashéninka Perené	araw1281	South America	-74.9153	-10.9777	Threatened	0
mach1267	Machiguenga	araw1281	South America	-72.5017	-12.1291	Shifting	0
nant1250	Nanti	araw1281	South America	-72.3507	-12.1018	Threatened	0
apur1254	Apurinã	araw1281	South America	-66.7714	-8.21692	Shifting	0
inap1242	Iñapari	araw1281	South America	-69.30827	-12.46525	Nearly extinct	0
inap1243	Modern Iñapari	araw1281	South America	-69.3083	-12.4653	Nearly extinct	0
cara1273	Carari	araw1281	South America	-64.232247	-6.948358	Extinct	0
mach1268	Machinere	araw1281	South America	-70.208108	-10.661655	Shifting	0
yine1238	Yine	araw1281	South America	-73.3087	-11.1086	Shifting	0
mash1270	Mashco Piro	araw1281	South America	-70.7953	-11.4745	Threatened	0
cham1318	Chamicuro	araw1281	South America	-75.6778	-5.1149	Nearly extinct	0
mori1273	Morike	araw1281	South America	-73.126831	-5.634573	Extinct	0
anau1243	Anauyá	araw1281	South America	-65.413237	1.480584	Extinct	0
yaba1249	Yabaâna-Mainatari	araw1281	South America	-65.5	0.58332	Extinct	0
bare1276	Baré	araw1281	South America	-66.828	1.91649	Nearly extinct	0
guin1258	Guinau	araw1281	South America	-64.73877	4.797607	Extinct	0
arua1264	Aruan	araw1281	South America	-50.123291	-0.608631	Extinct	0
mapi1252	Mapidian-Mawayana	araw1281	South America	-58.585983	1.190187	Nearly extinct	0
para1324	Parauana	araw1281	South America	-61.848628	0.226462	Extinct	0
aroa1234	Aroaqui	araw1281	South America	-60.398433	-2.102167	Extinct	0
sheb1234	Shebayo	araw1281	South America	-58.64639	6.74291	Extinct	0
ator1244	Atorada	araw1281	South America	-60.286	2.481	Moribund	0
